ytid,caption
rOOBAGxxjBk,"This music is a lively instrumental. The tempo is fast with the charming harmony of trumpet, saxophone, tuba and a rhythmic accordion accompaniment. The music is fresh, spirited,lively, pleasant, merry, cheerful, charming and entertaining. This music is a classical piece."
rPAB0ymJGco,This is a loud heavy metal piece that is played as a soundtrack for a video game with sound effects of fire and a dinosaur roaring in the beginning. There is a distorted electric guitar playing a simple tune while loud acoustic drums provide a heavy metal beat as the rhythmic background. The theme has a very violent feel to it.
rQcecqZtGvE,This orchestral song features a brass band. The main melody is played on the trumpet. The bass is played on a tuba. There are other brass instruments playing in harmony in the background. There is no percussion in this song. There is no voice in this song. The mood of this song is victorious. This song can be played when a champion takes the podium in a classic event such as fencing or an equestrian event.
rS8oECcQBCk,"This is an advertisement video for a rhythm machine. Firstly, it is shown playing behind a bass guitar jam. Then, it is shown playing behind an acoustic guitar jam. A male voice is describing the benefits and functions of the rhythm machine. The parts where the instruments can be heard without the interruption of the voice can be sampled for use in beat-making."
rTBQmP6Vt0g,"This song is an instrumental. The tempo is medium fast with enthusiastic drumming, congas and canon rhythm,electronic guitar harmony, keyboard accompaniment and a wind instrument playing a melodious harmony. There is the sound of chattering in the background. The audio is of inferior quality and muddled. The song is energetic, spirited and melodic with a catchy dance groove."
rUIGOcQMaSE,"The Corporate instrumental contains wide plucked strings, simple bells, punchy, roomy kick hits and soft rimshots. At the very end of the video there is a shimmering tambourine. Judging by the silence at the end, it could be said that this is an outro of the jingle. It sounds happy, fun and uplifting, like any corporate sound should sound like."
rVDojJcQdE0,This recording contains two songs. Both of them have a digital drum playing along with a sub bass and a wide synthesizer lead melody. On one a male voice is singing in a higher register. on the other a female voice is singing with female backing voices. These songs may be playing in a club.
rVdI-aD9pq8,This song is played on the bamboo flute. The melody is simple and traditional. The sound is tremulous. There are no other instruments in this song. There are no voices in this song. This song can be played in a children's kung fu animation movie.
rVymW4Nb4NU,"The low quality recording features an alarm beeping sound effect, after which the hip hop song starts playing and it has a stuttering DJ scratching sound effect. The recording is noisy and in mono."
rW5YKFsiWM8,"The song is an instrumental. The tempo is slow with an Indian flute or bansuri playing soulfully to the keyboard accompaniment, sitar accompaniment and a tabla player waiting to join in. The music is soulful and emotional. The audio quality is poor."
rWitVrXe5tg,"The low quality recording features an ambient classical song that consists of sustained strings, chords, slow arpeggiated guitar melody and smooth bass. It sounds sad, melancholic and emotional."
rY9zjr9T_WI,"This is a kids music piece. There is a keyboard playing the main tune while the wind chimes and the xylophone can be heard adding texture. There are sound effects such as clicks and a clown horn. A female voice says ""ice cream"". The atmosphere is goofy and generic. This piece could be used in the background of an educational video about ice cream meant for kids."
r_KdRKquXsM,This audio contains a composition played by brass instruments such as trumpets playing a melody in the higher range along with a deeper horn and a bass horn. This song may be playing at a theater presenting this composition.
r_TgaHCsYB0,This is a clip of a piece on the timpani orchestral percussion instruments. The drummer repeats the same motif twice. The sound of the drums is regal and grand.
raM8Lp0aGCk,Someone is playing soft and warm sounding chords on an analog synthesizer slowly opening up a filter letting higher frequencies pass. Someone is playing a melody along on a theremin. Both are playing in the mid to higher range. This song may be playing live.
rccs9c1gteQ,"This song starts with a lot of high pitched noise that is arpeggiated. Then a male voice starts singing in the mid-range along to a synth bass, pad and pluck sounds. This song may be playing recorded music at home."
rez5KDmIZoc,"The low quality recording features a muffled female soft vocal singing over sustained strings melody and arpeggiated acoustic guitar melody. It sounds mellow, soft and sad - even though the quality is bad."
rfQ94EXIpTc,"This music is a pleasant instrumental. The music is slow tempo with a soft cello and guitar duet with a whistle melody. The song is mellow, soothing, calming , dulcet, warm and relaxing in contrast to the background noises of people talking and walking. The musicians are buskers."
rfa-iUp5UQc,This is an intricate country guitar performance. The guitarist plays slide guitar. The playing is complex. There is a tambourine as a percussive element on every beat. It's a live recording.
